NÚMERO FATURA CLIENTE;CONCEITO;CLIENTE;PROVÍNCIA;SETOR;IMPORTE CLIENTE;DATA FATURA CLIENTE;PAGAMENTO CLIENTE;FORNECEDOR;ZONA;TIPO;IMPORTE FORNECEDOR
680;EQUIPES;CLIENTE-0006;BARCELONA;BANCO; 750,00 € ;30/06/2019;SIM;PROV-005;ZONA 2;INTERNO; 337,50 € 
681;PROGRAMA;CLIENTE-0007;BARCELONA;BANCO; 4.500,00 € ;27/11/2019;SIM;PROV-005;ZONA 2;INTERNO; 2.025,00 € 
682;FORMAÇÃO;CLIENTE-0003;MADRI;CONSTRUÇÃO; 500,00 € ;05/09/2020;SIM;PROV-003;ZONA 2;INTERNO; 225,00 € 
683;CONSULTORIA;CLIENTE-0004;MADRI;CONSTRUÇÃO; 750,00 € ;01/10/2021;SIM;PROV-005;ZONA 2;INTERNO; 337,50 € 
684;DESENVOLVIMENTO;CLIENTE-0005;BARCELONA;METAL; 950,00 € ;02/04/2020;SIM;PROV-003;ZONA 2;INTERNO; 427,50 € 
685;PROJETO;CLIENTE-0005;BARCELONA;METAL; 680,00 € ;29/03/2019;SIM;PROV-005;ZONA 2;INTERNO; 306,00 € 
686;EQUIPES;CLIENTE-0006;BARCELONA;BANCO; 950,00 € ;14/07/2019;SIM;PROV-005;ZONA 2;INTERNO; 427,50 € 
687;PROGRAMA;CLIENTE-0007;BARCELONA;BANCO; 1.500,00 € ;13/09/2020;SIM;PROV-003;ZONA 2;INTERNO; 675,00 € 
688;FORMAÇÃO;CLIENTE-0008;ALICANTE;METAL; 5.000,00 € ;26/04/2021;SIM;PROV-001;ZONA 1;EXTERNO; 2.250,00 € 
689;CONSULTORIA;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 6.500,00 € ;30/04/2019;SIM;PROV-002;ZONA 1;EXTERNO; 2.925,00 € 
690;DESENVOLVIMENTO;CLIENTE-0010;MADRI;BANCO; 8.500,00 € ;20/03/2020;SIM;PROV-001;ZONA 1;EXTERNO; 3.825,00 € 
691;PROJETO;CLIENTE-0001;MADRI;METAL; 1.200,00 € ;07/10/2021;SIM;PROV-004;ZONA 1;EXTERNO; 540,00 € 
692;EQUIPES;CLIENTE-0010;MADRI;BANCO; 300,00 € ;20/01/2019;SIM;PROV-004;ZONA 1;EXTERNO; 135,00 € 
693;PROGRAMA;CLIENTE-0001;MADRI;METAL; 200,00 € ;27/04/2019;SIM;PROV-004;ZONA 1;EXTERNO; 90,00 € 
694;FORMAÇÃO;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 150,00 € ;21/09/2021;SIM;PROV-004;ZONA 1;EXTERNO; 67,50 € 
695;CONSULTORIA;CLIENTE-0003;MADRI;CONSTRUÇÃO; 120,00 € ;12/06/2021;SIM;PROV-004;ZONA 1;EXTERNO; 54,00 € 
696;DESENVOLVIMENTO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 300,00 € ;21/12/2019;SIM;PROV-005;ZONA 2;INTERNO; 135,00 € 
697;PROJETO;CLIENTE-0005;BARCELONA;METAL; 350,00 € ;18/11/2021;SIM;PROV-003;ZONA 2;INTERNO; 105,00 € 
698;EQUIPES;CLIENTE-0006;BARCELONA;BANCO; 300,00 € ;21/07/2021;SIM;PROV-005;ZONA 2;INTERNO; 90,00 € 
699;PROGRAMA;CLIENTE-0007;BARCELONA;BANCO; 120,00 € ;13/05/2020;NÃO;PROV-005;ZONA 2;INTERNO; 36,00 € 
700;FORMAÇÃO;CLIENTE-0008;ALICANTE;METAL; 150,00 € ;04/01/2019;NÃO;PROV-003;ZONA 2;INTERNO; 45,00 € 
701;CONSULTORIA;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 8.500,00 € ;13/05/2021;NÃO;PROV-005;ZONA 2;INTERNO; 2.550,00 € 
702;DESENVOLVIMENTO;CLIENTE-0010;MADRI;BANCO; 1.200,00 € ;13/07/2020;NÃO;PROV-003;ZONA 2;INTERNO; 360,00 € 
703;PROJETO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 300,00 € ;17/07/2020;NÃO;PROV-005;ZONA 2;INTERNO; 90,00 € 
704;EQUIPES;CLIENTE-0005;BARCELONA;METAL; 200,00 € ;15/12/2020;NÃO;PROV-005;ZONA 2;INTERNO; 60,00 € 
705;PROGRAMA;CLIENTE-0005;BARCELONA;METAL; 150,00 € ;28/03/2021;NÃO;PROV-003;ZONA 2;INTERNO; 45,00 € 
706;FORMAÇÃO;CLIENTE-0006;BARCELONA;BANCO; 120,00 € ;10/01/2020;SIM;PROV-001;ZONA 1;EXTERNO; 36,00 € 
707;CONSULTORIA;CLIENTE-0007;BARCELONA;BANCO; 300,00 € ;24/11/2020;SIM;PROV-002;ZONA 1;EXTERNO; 90,00 € 
708;DESENVOLVIMENTO;CLIENTE-0008;ALICANTE;METAL; 350,00 € ;15/03/2020;SIM;PROV-001;ZONA 1;EXTERNO; 105,00 € 
709;PROJETO;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 300,00 € ;03/07/2021;SIM;PROV-005;ZONA 2;INTERNO; 90,00 € 
710;EQUIPES;CLIENTE-0010;MADRI;BANCO; 120,00 € ;25/12/2021;SIM;PROV-003;ZONA 2;INTERNO; 36,00 € 
711;CONSULTORIA;CLIENTE-0001;MADRI;METAL; 150,00 € ;24/04/2020;SIM;PROV-005;ZONA 2;INTERNO; 45,00 € 
712;DESENVOLVIMENTO;CLIENTE-0010;MADRI;BANCO; 1.200,00 € ;20/02/2019;SIM;PROV-005;ZONA 2;INTERNO; 360,00 € 
713;PROJETO;CLIENTE-0001;MADRI;METAL; 800,00 € ;23/07/2021;NÃO;PROV-003;ZONA 2;INTERNO; 240,00 € 
714;EQUIPES;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 750,00 € ;31/10/2021;NÃO;PROV-005;ZONA 2;INTERNO; 225,00 € 
715;PROGRAMA;CLIENTE-0003;MADRI;CONSTRUÇÃO; 4.500,00 € ;21/06/2020;NÃO;PROV-003;ZONA 2;INTERNO; 1.350,00 € 
716;FORMAÇÃO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 500,00 € ;11/03/2020;NÃO;PROV-005;ZONA 2;INTERNO; 150,00 € 
717;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 750,00 € ;04/12/2020;NÃO;PROV-005;ZONA 2;INTERNO; 225,00 € 
718;DESENVOLVIMENTO;CLIENTE-0006;BARCELONA;BANCO; 950,00 € ;06/07/2021;NÃO;PROV-003;ZONA 2;INTERNO; 285,00 € 
719;PROJETO;CLIENTE-0007;BARCELONA;BANCO; 680,00 € ;10/10/2021;SIM;PROV-001;ZONA 1;EXTERNO; 204,00 € 
720;EQUIPES;CLIENTE-0008;ALICANTE;METAL; 950,00 € ;02/12/2019;SIM;PROV-002;ZONA 1;EXTERNO; 285,00 € 
721;PROGRAMA;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 1.500,00 € ;15/02/2019;SIM;PROV-001;ZONA 1;EXTERNO; 450,00 € 
722;FORMAÇÃO;CLIENTE-0010;MADRI;BANCO; 5.000,00 € ;23/04/2019;SIM;PROV-004;ZONA 1;EXTERNO; 1.500,00 € 
723;CONSULTORIA;CLIENTE-0001;MADRI;METAL; 6.500,00 € ;03/11/2019;SIM;PROV-004;ZONA 1;EXTERNO; 1.950,00 € 
724;DESENVOLVIMENTO;CLIENTE-0010;MADRI;BANCO; 1.200,00 € ;16/02/2019;SIM;PROV-004;ZONA 1;EXTERNO; 360,00 € 
725;PROJETO;CLIENTE-0001;MADRI;METAL; 800,00 € ;02/06/2019;SIM;PROV-004;ZONA 1;EXTERNO; 240,00 € 
726;EQUIPES;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 750,00 € ;20/11/2021;SIM;PROV-004;ZONA 1;EXTERNO; 225,00 € 
727;PROGRAMA;CLIENTE-0003;MADRI;CONSTRUÇÃO; 4.500,00 € ;16/03/2021;SIM;PROV-005;ZONA 2;INTERNO; 1.350,00 € 
728;FORMAÇÃO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 500,00 € ;16/02/2021;SIM;PROV-003;ZONA 2;INTERNO; 150,00 € 
729;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 750,00 € ;08/01/2019;SIM;PROV-005;ZONA 2;INTERNO; 225,00 € 
730;DESENVOLVIMENTO;CLIENTE-0006;BARCELONA;BANCO; 300,00 € ;12/01/2021;SIM;PROV-005;ZONA 2;INTERNO; 90,00 € 
731;DESENVOLVIMENTO;CLIENTE-0007;BARCELONA;BANCO; 350,00 € ;05/02/2019;SIM;PROV-003;ZONA 2;INTERNO; 105,00 € 
732;PROJETO;CLIENTE-0008;ALICANTE;METAL; 8.500,00 € ;20/07/2021;SIM;PROV-005;ZONA 2;INTERNO; 2.550,00 € 
733;EQUIPES;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 1.200,00 € ;13/01/2021;SIM;PROV-003;ZONA 2;INTERNO; 360,00 € 
734;PROGRAMA;CLIENTE-0010;MADRI;BANCO; 300,00 € ;06/02/2020;SIM;PROV-005;ZONA 2;INTERNO; 90,00 € 
735;FORMAÇÃO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 200,00 € ;15/04/2020;SIM;PROV-005;ZONA 2;INTERNO; 60,00 € 
736;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 150,00 € ;06/10/2020;SIM;PROV-003;ZONA 2;INTERNO; 45,00 € 
737;DESENVOLVIMENTO;CLIENTE-0005;BARCELONA;METAL; 120,00 € ;20/04/2021;SIM;PROV-001;ZONA 1;EXTERNO; 36,00 € 
738;PROJETO;CLIENTE-0006;BARCELONA;BANCO; 300,00 € ;07/01/2019;SIM;PROV-002;ZONA 1;EXTERNO; 90,00 € 
739;EQUIPES;CLIENTE-0007;BARCELONA;BANCO; 350,00 € ;13/06/2019;SIM;PROV-001;ZONA 1;EXTERNO; 105,00 € 
740;PROGRAMA;CLIENTE-0008;ALICANTE;METAL; 300,00 € ;18/12/2020;NÃO;PROV-005;ZONA 2;INTERNO; 90,00 € 
741;FORMAÇÃO;CLIENTE-0006;BARCELONA;BANCO; 120,00 € ;20/06/2019;NÃO;PROV-003;ZONA 2;INTERNO; 36,00 € 
742;CONSULTORIA;CLIENTE-0007;BARCELONA;BANCO; 150,00 € ;19/05/2021;NÃO;PROV-005;ZONA 2;INTERNO; 37,50 € 
743;DESENVOLVIMENTO;CLIENTE-0003;MADRI;CONSTRUÇÃO; 1.200,00 € ;21/04/2019;NÃO;PROV-005;ZONA 2;INTERNO; 300,00 € 
744;PROJETO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 800,00 € ;17/09/2019;NÃO;PROV-003;ZONA 2;INTERNO; 200,00 € 
745;EQUIPES;CLIENTE-0005;BARCELONA;METAL; 750,00 € ;23/09/2019;NÃO;PROV-005;ZONA 2;INTERNO; 187,50 € 
746;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 4.500,00 € ;26/07/2020;NÃO;PROV-003;ZONA 2;INTERNO; 1.125,00 € 
747;DESENVOLVIMENTO;CLIENTE-0006;BARCELONA;BANCO; 500,00 € ;21/08/2019;SIM;PROV-005;ZONA 2;INTERNO; 125,00 € 
748;PROJETO;CLIENTE-0007;BARCELONA;BANCO; 750,00 € ;17/09/2020;SIM;PROV-005;ZONA 2;INTERNO; 187,50 € 
749;EQUIPES;CLIENTE-0008;ALICANTE;METAL; 950,00 € ;21/10/2021;SIM;PROV-003;ZONA 2;INTERNO; 237,50 € 
750;PROGRAMA;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 680,00 € ;17/11/2020;SIM;PROV-001;ZONA 1;EXTERNO; 170,00 € 
751;FORMAÇÃO;CLIENTE-0010;MADRI;BANCO; 950,00 € ;06/10/2021;SIM;PROV-002;ZONA 1;EXTERNO; 237,50 € 
752;CONSULTORIA;CLIENTE-0001;MADRI;METAL; 1.500,00 € ;07/09/2019;SIM;PROV-001;ZONA 1;EXTERNO; 600,00 € 
753;DESENVOLVIMENTO;CLIENTE-0010;MADRI;BANCO; 5.000,00 € ;26/05/2019;SIM;PROV-004;ZONA 1;EXTERNO; 2.000,00 € 
754;PROJETO;CLIENTE-0001;MADRI;METAL; 6.500,00 € ;11/01/2019;SIM;PROV-004;ZONA 1;EXTERNO; 2.600,00 € 
755;EQUIPES;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 8.500,00 € ;07/03/2020;NÃO;PROV-004;ZONA 1;EXTERNO; 3.400,00 € 
756;PROGRAMA;CLIENTE-0003;MADRI;CONSTRUÇÃO; 1.200,00 € ;05/02/2019;NÃO;PROV-005;ZONA 2;INTERNO; 480,00 € 
757;PROJETO;CLIENTE-0004;MADRI;CONSTRUÇÃO; 300,00 € ;21/02/2021;NÃO;PROV-003;ZONA 2;INTERNO; 120,00 € 
758;EQUIPES;CLIENTE-0005;BARCELONA;METAL; 200,00 € ;08/02/2020;NÃO;PROV-005;ZONA 2;INTERNO; 80,00 € 
759;PROGRAMA;CLIENTE-0006;BARCELONA;BANCO; 150,00 € ;21/02/2019;SIM;PROV-005;ZONA 2;INTERNO; 60,00 € 
760;FORMAÇÃO;CLIENTE-0007;BARCELONA;BANCO; 120,00 € ;11/09/2021;SIM;PROV-003;ZONA 2;INTERNO; 48,00 € 
761;CONSULTORIA;CLIENTE-0008;ALICANTE;METAL; 300,00 € ;17/10/2019;SIM;PROV-005;ZONA 2;INTERNO; 120,00 € 
762;DESENVOLVIMENTO;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 350,00 € ;25/11/2019;SIM;PROV-003;ZONA 2;INTERNO; 157,50 € 
763;PROJETO;CLIENTE-0010;MADRI;BANCO; 300,00 € ;03/02/2019;SIM;PROV-005;ZONA 2;INTERNO; 135,00 € 
764;EQUIPES;CLIENTE-0004;MADRI;CONSTRUÇÃO; 120,00 € ;24/01/2020;SIM;PROV-005;ZONA 2;INTERNO; 54,00 € 
765;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 150,00 € ;12/05/2021;SIM;PROV-003;ZONA 2;INTERNO; 67,50 € 
766;DESENVOLVIMENTO;CLIENTE-0005;BARCELONA;METAL; 8.500,00 € ;25/12/2021;SIM;PROV-001;ZONA 1;EXTERNO; 3.825,00 € 
767;PROJETO;CLIENTE-0006;BARCELONA;BANCO; 1.200,00 € ;12/05/2020;SIM;PROV-002;ZONA 1;EXTERNO; 540,00 € 
768;EQUIPES;CLIENTE-0007;BARCELONA;BANCO; 300,00 € ;17/03/2021;SIM;PROV-001;ZONA 1;EXTERNO; 135,00 € 
769;PROGRAMA;CLIENTE-0008;ALICANTE;METAL; 200,00 € ;26/05/2021;SIM;PROV-004;ZONA 1;EXTERNO; 90,00 € 
770;FORMAÇÃO;CLIENTE-0009;ALICANTE;CONSTRUÇÃO; 150,00 € ;19/07/2019;SIM;PROV-004;ZONA 1;EXTERNO; 67,50 € 
771;CONSULTORIA;CLIENTE-0010;MADRI;BANCO; 120,00 € ;28/04/2019;NÃO;PROV-004;ZONA 1;EXTERNO; 54,00 € 
772;DESENVOLVIMENTO;CLIENTE-0001;MADRI;METAL; 300,00 € ;18/06/2021;NÃO;PROV-004;ZONA 1;EXTERNO; 135,00 € 
773;PROJETO;CLIENTE-0010;MADRI;BANCO; 350,00 € ;05/10/2019;NÃO;PROV-004;ZONA 1;EXTERNO; 157,50 € 
774;EQUIPES;CLIENTE-0001;MADRI;METAL; 300,00 € ;22/01/2019;NÃO;PROV-005;ZONA 2;INTERNO; 135,00 € 
775;PROGRAMA;CLIENTE-0002;ALICANTE;CONSTRUÇÃO; 120,00 € ;04/05/2021;NÃO;PROV-003;ZONA 2;INTERNO; 54,00 € 
776;FORMAÇÃO;CLIENTE-0003;MADRI;CONSTRUÇÃO; 150,00 € ;30/03/2020;NÃO;PROV-005;ZONA 2;INTERNO; 67,50 € 
777;CONSULTORIA;CLIENTE-0004;MADRI;CONSTRUÇÃO; 1.200,00 € ;05/03/2019;NÃO;PROV-005;ZONA 2;INTERNO; 540,00 € 
778;DESENVOLVIMENTO;CLIENTE-0005;BARCELONA;METAL; 800,00 € ;11/03/2021;SIM;PROV-003;ZONA 2;INTERNO; 360,00 € 
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
